t,nav,armed,sp_x,sp_y,sp_alt,x,y,alt,eph,epv,xy_valid,z_valid,rst_xy,rst_z
39.204,2,1,nan,nan,nan,9.4963,-0.1208,4.3595,0.158,0.029,1,1,3,2
39.306,2,1,nan,nan,nan,9.4914,-0.1116,4.3425,0.162,0.029,1,1,3,2
39.400,2,1,nan,nan,nan,9.4879,-0.1015,4.3305,0.160,0.029,1,1,3,2
39.506,2,1,nan,nan,nan,9.4820,-0.0930,4.3196,0.158,0.029,1,1,3,2
39.606,2,1,nan,nan,nan,9.4759,-0.0855,4.3114,0.161,0.029,1,1,3,2
39.704,2,1,nan,nan,nan,9.4693,-0.0787,4.3081,0.160,0.029,1,1,3,2
39.800,2,1,nan,nan,nan,9.4619,-0.0732,4.3072,0.164,0.029,1,1,3,2
39.900,2,1,nan,nan,nan,9.4568,-0.0728,4.3080,0.162,0.029,1,1,3,2
40.001,2,1,nan,nan,nan,9.4506,-0.0730,4.3073,0.160,0.029,1,1,3,2
40.102,2,1,nan,nan,nan,9.4459,-0.0730,4.3056,0.159,0.029,1,1,3,2
40.204,2,1,nan,nan,nan,9.4413,-0.0739,4.3026,0.157,0.029,1,1,3,2
40.303,2,1,nan,nan,nan,9.4374,-0.0735,4.3000,0.160,0.029,1,1,3,2
40.407,2,1,nan,nan,nan,9.4322,-0.0733,4.2966,0.159,0.029,1,1,3,2
40.507,2,1,nan,nan,nan,9.4283,-0.0704,4.2951,0.157,0.029,1,1,3,2
40.607,2,1,nan,nan,nan,9.4228,-0.0656,4.2948,0.161,0.029,1,1,3,2
40.705,2,1,nan,nan,nan,9.4186,-0.0595,4.2945,0.159,0.029,1,1,3,2
40.801,2,1,nan,nan,nan,9.4162,-0.0550,4.2942,0.163,0.029,1,1,3,2
40.900,2,1,nan,nan,nan,9.4135,-0.0519,4.2947,0.161,0.029,1,1,3,2
41.009,2,1,nan,nan,nan,9.4097,-0.0518,4.2962,0.159,0.029,1,1,3,2
41.106,2,1,nan,nan,nan,9.4074,-0.0541,4.2986,0.158,0.029,1,1,3,2
41.201,2,1,nan,nan,nan,9.4058,-0.0621,4.3021,0.162,0.029,1,1,3,2
41.303,2,1,nan,nan,nan,9.4055,-0.0736,4.3041,0.160,0.029,1,1,3,2
41.402,2,1,nan,nan,nan,9.4041,-0.0862,4.3059,0.159,0.029,1,1,3,2
41.504,2,1,nan,nan,nan,9.4048,-0.0969,4.3084,0.158,0.030,1,1,3,2
41.609,2,1,nan,nan,nan,9.4072,-0.1098,4.3113,0.161,0.029,1,1,3,2
41.710,2,1,nan,nan,nan,9.4095,-0.1246,4.3152,0.159,0.030,1,1,3,2
41.805,2,1,nan,nan,nan,9.4135,-0.1398,4.3207,0.163,0.030,1,1,3,2
41.907,2,1,nan,nan,nan,9.4157,-0.1503,4.3230,0.161,0.030,1,1,3,2
42.007,2,1,nan,nan,nan,9.4163,-0.1608,4.3241,0.160,0.030,1,1,3,2
42.102,2,1,nan,nan,nan,9.4154,-0.1716,4.3266,0.159,0.030,1,1,3,2
42.205,2,1,nan,nan,nan,9.4149,-0.1801,4.3297,0.163,0.030,1,1,3,2
42.304,2,1,nan,nan,nan,9.4116,-0.1887,4.3322,0.161,0.030,1,1,3,2
42.401,2,1,nan,nan,nan,9.4086,-0.1950,4.3332,0.160,0.030,1,1,3,2
42.502,2,1,nan,nan,nan,9.4066,-0.1996,4.3355,0.159,0.030,1,1,3,2
42.610,2,1,nan,nan,nan,9.4062,-0.1991,4.3371,0.163,0.030,1,1,3,2
42.701,2,1,nan,nan,nan,9.4042,-0.1944,4.3374,0.161,0.031,1,1,3,2
42.803,2,1,nan,nan,nan,9.3999,-0.1890,4.3365,0.165,0.031,1,1,3,2
42.902,2,1,nan,nan,nan,9.3953,-0.1864,4.3350,0.163,0.030,1,1,3,2
43.001,2,1,nan,nan,nan,9.3893,-0.1806,4.3322,0.162,0.030,1,1,3,2
43.107,2,1,nan,nan,nan,9.3850,-0.1756,4.3292,0.160,0.031,1,1,3,2
43.201,2,1,nan,nan,nan,9.3827,-0.1749,4.3270,0.159,0.030,1,1,3,2
43.301,2,1,nan,nan,nan,9.3789,-0.1719,4.3225,0.163,0.031,1,1,3,2
43.401,2,1,nan,nan,nan,9.3760,-0.1705,4.3176,0.161,0.031,1,1,3,2
43.502,2,1,nan,nan,nan,9.3750,-0.1700,4.3109,0.160,0.031,1,1,3,2
43.608,2,1,nan,nan,nan,9.3773,-0.1634,4.3043,0.164,0.031,1,1,3,2
43.710,2,1,nan,nan,nan,9.3834,-0.1582,4.2967,0.163,0.031,1,1,3,2
43.804,2,1,nan,nan,nan,9.3887,-0.1453,4.2841,0.167,0.031,1,1,3,2
43.905,2,1,nan,nan,nan,9.3951,-0.1362,4.2693,0.165,0.031,1,1,3,2
44.006,2,1,nan,nan,nan,9.4014,-0.1323,4.2590,0.163,0.031,1,1,3,2
44.106,2,1,nan,nan,nan,9.4132,-0.1292,4.2415,0.162,0.031,1,1,3,2
44.201,2,1,nan,nan,nan,9.4239,-0.1279,4.2280,0.161,0.031,1,1,3,2
44.303,2,1,nan,nan,nan,9.4322,-0.1262,4.2161,0.164,0.031,1,1,3,2
44.410,2,1,nan,nan,nan,9.4422,-0.1209,4.2014,0.163,0.031,1,1,3,2
44.506,2,1,nan,nan,nan,9.4487,-0.1118,4.1855,0.162,0.031,1,1,3,2
44.601,2,1,nan,nan,nan,9.4538,-0.1038,4.1703,0.166,0.031,1,1,3,2
44.703,2,1,nan,nan,nan,9.4573,-0.0956,4.1583,0.164,0.031,1,1,3,2
44.803,2,1,nan,nan,nan,9.4620,-0.0831,4.1417,0.163,0.031,1,1,3,2
44.910,2,1,nan,nan,nan,9.4645,-0.0771,4.1310,0.161,0.031,1,1,3,2
45.002,2,1,nan,nan,nan,9.4683,-0.0664,4.1107,0.160,0.031,1,1,3,2
45.101,2,1,nan,nan,nan,9.4718,-0.0549,4.0932,0.159,0.031,1,1,3,2
45.201,2,1,nan,nan,nan,9.4727,-0.0469,4.0792,0.163,0.031,1,1,3,2
45.305,2,1,nan,nan,nan,9.4707,-0.0414,4.0594,0.162,0.031,1,1,3,2
45.403,2,1,nan,nan,nan,9.4727,-0.0349,4.0446,0.161,0.031,1,1,3,2
45.503,2,1,nan,nan,nan,9.4730,-0.0283,4.0299,0.160,0.031,1,1,3,2
45.605,2,1,nan,nan,nan,9.4704,-0.0217,4.0141,0.163,0.031,1,1,3,2
45.707,2,1,nan,nan,nan,9.4681,-0.0142,3.9976,0.162,0.031,1,1,3,2
45.803,2,1,nan,nan,nan,9.4642,-0.0033,3.9820,0.161,0.030,1,1,3,2
45.902,2,1,nan,nan,nan,9.4588,0.0057,3.9668,0.160,0.030,1,1,3,2
46.007,2,1,nan,nan,nan,9.4550,0.0142,3.9517,0.158,0.030,1,1,3,2
46.105,2,1,nan,nan,nan,9.4484,0.0216,3.9343,0.157,0.030,1,1,3,2
46.200,2,1,nan,nan,nan,9.4449,0.0317,3.9150,0.157,0.030,1,1,3,2
46.301,2,1,nan,nan,nan,9.4425,0.0347,3.9025,0.159,0.030,1,1,3,2
46.404,2,1,nan,nan,nan,9.4382,0.0404,3.8817,0.158,0.030,1,1,3,2
46.502,2,1,nan,nan,nan,9.4355,0.0449,3.8594,0.157,0.030,1,1,3,2
46.605,2,1,nan,nan,nan,9.4334,0.0463,3.8423,0.161,0.030,1,1,3,2
46.705,2,1,nan,nan,nan,9.4290,0.0450,3.8275,0.160,0.030,1,1,3,2
46.802,2,1,nan,nan,nan,9.4249,0.0421,3.8094,0.159,0.030,1,1,3,2
46.905,2,1,nan,nan,nan,9.4203,0.0376,3.7916,0.159,0.030,1,1,3,2
47.008,2,1,nan,nan,nan,9.4185,0.0367,3.7859,0.160,0.030,1,1,3,2
47.102,2,1,nan,nan,nan,9.4185,0.0367,3.7859,0.160,0.030,1,1,3,2
47.208,2,1,nan,nan,nan,9.4185,0.0367,3.7859,0.160,0.030,1,1,3,2
47.309,2,1,nan,nan,nan,9.4105,0.0140,3.7200,0.159,0.030,1,1,3,2
47.403,2,1,nan,nan,nan,9.4105,0.0130,3.7044,0.157,0.030,1,1,3,2
47.502,2,1,nan,nan,nan,9.4130,0.0128,3.6849,0.156,0.030,1,1,3,2
47.608,2,1,nan,nan,nan,9.4151,0.0157,3.6641,0.161,0.029,1,1,3,2
47.706,2,1,nan,nan,nan,9.4181,0.0186,3.6454,0.154,0.029,1,1,3,2
47.800,2,1,nan,nan,nan,9.4221,0.0203,3.6301,0.157,0.029,1,1,3,2
47.907,2,1,nan,nan,nan,9.4259,0.0244,3.6074,0.157,0.029,1,1,3,2
48.002,2,1,nan,nan,nan,9.4294,0.0259,3.5923,0.155,0.029,1,1,3,2
48.108,2,1,nan,nan,nan,9.4327,0.0269,3.5728,0.153,0.029,1,1,3,2
48.205,2,1,nan,nan,nan,9.4342,0.0273,3.5557,0.156,0.029,1,1,3,2
48.302,2,1,nan,nan,nan,9.4367,0.0272,3.5416,0.155,0.029,1,1,3,2
48.402,2,1,nan,nan,nan,9.4358,0.0286,3.5240,0.154,0.029,1,1,3,2
48.505,2,1,nan,nan,nan,9.4344,0.0331,3.4969,0.154,0.029,1,1,3,2
48.609,2,1,nan,nan,nan,9.4335,0.0352,3.4742,0.157,0.029,1,1,3,2
48.701,2,1,nan,nan,nan,9.4326,0.0359,3.4605,0.155,0.029,1,1,3,2
48.804,2,1,nan,nan,nan,9.4320,0.0347,3.4390,0.154,0.029,1,1,3,2
48.901,2,1,nan,nan,nan,9.4290,0.0312,3.4209,0.153,0.029,1,1,3,2
49.001,2,1,nan,nan,nan,9.4228,0.0252,3.4015,0.152,0.028,1,1,3,2
49.103,14,1,nan,nan,nan,9.4186,0.0206,3.3847,0.150,0.028,1,1,3,2
49.205,14,1,9.4161,0.0159,3.3723,9.4146,0.0133,3.3657,0.153,0.029,1,1,3,2
49.302,14,1,9.4161,0.0159,3.3723,9.4145,0.0031,3.3514,0.152,0.029,1,1,3,2
49.409,14,1,9.4161,0.0159,3.3723,9.4136,-0.0064,3.3462,0.151,0.028,1,1,3,2
49.507,14,1,9.4161,0.0159,3.3723,9.4108,-0.0144,3.3498,0.150,0.028,1,1,3,2
49.606,14,1,9.4161,0.0159,3.3723,9.4116,-0.0229,3.3557,0.153,0.028,1,1,3,2
49.700,14,1,9.4161,0.0159,3.3723,9.4123,-0.0289,3.3608,0.151,0.028,1,1,3,2
49.804,14,1,9.4161,0.0159,3.3723,9.4124,-0.0357,3.3686,0.154,0.028,1,1,3,2
49.901,14,1,9.4161,0.0159,3.3723,9.4135,-0.0431,3.3755,0.154,0.028,1,1,3,2
50.009,14,1,9.4161,0.0159,3.3723,9.4148,-0.0474,3.3814,0.152,0.028,1,1,3,2
50.101,14,1,9.4161,0.0159,3.3723,9.4161,-0.0512,3.3878,0.151,0.028,1,1,3,2
50.208,14,1,9.4161,0.0159,3.3723,9.4176,-0.0551,3.3947,0.150,0.028,1,1,3,2
50.307,14,1,9.4161,0.0159,3.3723,9.4187,-0.0560,3.3986,0.153,0.028,1,1,3,2
50.404,14,1,9.4161,0.0159,3.3723,9.4195,-0.0558,3.4022,0.151,0.028,1,1,3,2
50.505,14,1,9.4161,0.0159,3.3723,9.4242,-0.0565,3.4071,0.151,0.028,1,1,3,2
50.604,14,1,9.4161,0.0159,3.3723,9.4279,-0.0579,3.4102,0.154,0.028,1,1,3,2
50.702,14,1,9.4161,0.0159,3.3723,9.4326,-0.0568,3.4130,0.152,0.028,1,1,3,2
50.801,14,1,9.4161,0.0159,3.3723,9.4397,-0.0518,3.4143,0.156,0.028,1,1,3,2
50.907,14,1,9.4161,0.0159,3.3723,9.4454,-0.0453,3.4155,0.155,0.028,1,1,3,2
51.002,14,1,9.4161,0.0159,3.3723,9.4525,-0.0415,3.4171,0.153,0.028,1,1,3,2
51.107,14,1,9.4161,0.0159,3.3723,9.4620,-0.0373,3.4200,0.152,0.029,1,1,3,2
51.210,14,1,9.4161,0.0159,3.3723,9.4722,-0.0308,3.4238,0.151,0.028,1,1,3,2
51.308,14,1,9.4161,0.0159,3.3723,9.4787,-0.0263,3.4267,0.154,0.028,1,1,3,2
51.402,14,1,9.4161,0.0159,3.3723,9.4861,-0.0235,3.4291,0.153,0.028,1,1,3,2
51.505,14,1,9.4161,0.0159,3.3723,9.4939,-0.0218,3.4319,0.152,0.029,1,1,3,2
51.602,14,1,9.4161,0.0159,3.3723,9.5006,-0.0238,3.4323,0.155,0.028,1,1,3,2
51.708,14,1,9.4161,0.0159,3.3723,9.5040,-0.0283,3.4312,0.154,0.028,1,1,3,2
51.801,14,1,9.4161,0.0159,3.3723,9.5031,-0.0364,3.4287,0.157,0.029,1,1,3,2
51.905,14,1,9.4161,0.0159,3.3723,9.5045,-0.0467,3.4272,0.155,0.029,1,1,3,2
52.004,14,1,9.4161,0.0159,3.3723,9.5092,-0.0642,3.4269,0.155,0.029,1,1,3,2
52.104,14,1,9.4161,0.0159,3.3723,9.5112,-0.0719,3.4267,0.157,0.029,1,1,3,2
52.201,14,1,9.4161,0.0159,3.3723,9.5169,-0.0850,3.4270,0.157,0.029,1,1,3,2
52.300,14,1,9.4161,0.0159,3.3723,9.5217,-0.0988,3.4284,0.155,0.029,1,1,3,2
52.400,14,1,9.4161,0.0159,3.3723,9.5276,-0.1085,3.4295,0.154,0.029,1,1,3,2
52.503,14,1,9.4161,0.0159,3.3723,9.5335,-0.1140,3.4315,0.153,0.029,1,1,3,2
52.603,14,1,9.4161,0.0159,3.3723,9.5382,-0.1108,3.4324,0.157,0.029,1,1,3,2
52.706,14,1,9.4161,0.0159,3.3723,9.5396,-0.1004,3.4325,0.156,0.029,1,1,3,2
52.804,14,1,9.4161,0.0159,3.3723,9.5411,-0.0876,3.4330,0.159,0.029,1,1,3,2
52.902,14,1,9.4161,0.0159,3.3723,9.5443,-0.0778,3.4335,0.157,0.029,1,1,3,2
53.007,14,1,9.4161,0.0159,3.3723,9.5526,-0.0636,3.4357,0.157,0.029,1,1,3,2
53.100,14,1,9.4161,0.0159,3.3723,9.5598,-0.0542,3.4385,0.156,0.029,1,1,3,2
53.200,14,1,9.4161,0.0159,3.3723,9.5649,-0.0449,3.4392,0.159,0.029,1,1,3,2
53.310,14,1,9.4161,0.0159,3.3723,9.5695,-0.0322,3.4394,0.158,0.029,1,1,3,2
53.407,14,1,9.4161,0.0159,3.3723,9.5752,-0.0255,3.4401,0.157,0.029,1,1,3,2
53.500,14,1,9.4161,0.0159,3.3723,9.5767,-0.0226,3.4413,0.154,0.029,1,1,3,2
53.608,14,1,9.4161,0.0159,3.3723,9.5781,-0.0197,3.4432,0.158,0.030,1,1,3,2
53.708,14,1,9.4161,0.0159,3.3723,9.5829,-0.0181,3.4475,0.158,0.029,1,1,3,2
53.806,14,1,9.4161,0.0159,3.3723,9.5859,-0.0137,3.4504,0.161,0.029,1,1,3,2
53.907,14,1,9.4161,0.0159,3.3723,9.5883,-0.0088,3.4505,0.160,0.029,1,1,3,2
54.003,14,1,9.4161,0.0159,3.3723,9.5903,-0.0049,3.4487,0.158,0.030,1,1,3,2
54.105,14,1,9.4161,0.0159,3.3723,9.5908,-0.0010,3.4454,0.157,0.030,1,1,3,2
54.204,14,1,9.4161,0.0159,3.3723,9.5905,0.0019,3.4421,0.161,0.030,1,1,3,2
54.307,14,1,9.4161,0.0159,3.3723,9.5916,0.0036,3.4402,0.160,0.030,1,1,3,2
54.405,14,1,9.4161,0.0159,3.3723,9.5880,0.0004,3.4363,0.159,0.030,1,1,3,2
54.505,14,1,9.4161,0.0159,3.3723,9.5871,-0.0087,3.4323,0.157,0.030,1,1,3,2
54.607,14,1,9.4161,0.0159,3.3723,9.5861,-0.0166,3.4301,0.161,0.030,1,1,3,2
54.709,14,1,9.4161,0.0159,3.3723,9.5832,-0.0231,3.4269,0.159,0.030,1,1,3,2
54.808,14,1,9.4161,0.0159,3.3723,9.5749,-0.0331,3.4230,0.164,0.030,1,1,3,2
54.907,14,1,9.4161,0.0159,3.3723,9.5720,-0.0458,3.4219,0.162,0.030,1,1,3,2
55.002,14,1,9.4161,0.0159,3.3723,9.5687,-0.0590,3.4214,0.161,0.030,1,1,3,2
55.107,14,1,9.4161,0.0159,3.3723,9.5630,-0.0692,3.4207,0.160,0.030,1,1,3,2
55.208,14,1,9.4161,0.0159,3.3723,9.5573,-0.0744,3.4198,0.164,0.030,1,1,3,2
55.303,14,1,9.4161,0.0159,3.3723,9.5512,-0.0777,3.4182,0.163,0.030,1,1,3,2
55.403,14,1,9.4161,0.0159,3.3723,9.5429,-0.0767,3.4165,0.162,0.030,1,1,3,2
55.510,14,1,9.4161,0.0159,3.3723,9.5361,-0.0709,3.4152,0.161,0.030,1,1,3,2
55.603,14,1,9.4161,0.0159,3.3723,9.5297,-0.0636,3.4139,0.164,0.030,1,1,3,2
55.701,14,1,9.4161,0.0159,3.3723,9.5235,-0.0584,3.4125,0.162,0.030,1,1,3,2
55.810,14,1,9.4161,0.0159,3.3723,9.5155,-0.0525,3.4103,0.167,0.031,1,1,3,2
55.910,14,1,9.4161,0.0159,3.3723,9.5094,-0.0464,3.4078,0.165,0.031,1,1,3,2
56.010,14,1,9.4161,0.0159,3.3723,9.5046,-0.0420,3.4061,0.164,0.031,1,1,3,2
56.106,14,1,9.4161,0.0159,3.3723,9.5001,-0.0373,3.4064,0.163,0.030,1,1,3,2
56.204,14,1,9.4161,0.0159,3.3723,9.4968,-0.0338,3.4072,0.166,0.031,1,1,3,2
56.310,14,1,9.4161,0.0159,3.3723,9.4906,-0.0328,3.4085,0.166,0.030,1,1,3,2
56.400,14,1,9.4161,0.0159,3.3723,9.4887,-0.0331,3.4089,0.162,0.031,1,1,3,2
56.506,14,1,9.4161,0.0159,3.3723,9.4887,-0.0331,3.4089,0.162,0.031,1,1,3,2
56.605,14,1,9.4161,0.0159,3.3723,9.4864,-0.0390,3.4101,0.163,0.031,1,1,3,2
56.711,14,1,9.4161,0.0159,3.3723,9.4864,-0.0390,3.4101,0.163,0.031,1,1,3,2
56.805,14,1,9.4161,0.0159,3.3723,9.4864,-0.0390,3.4101,0.163,0.031,1,1,3,2
56.901,14,1,9.4161,0.0159,3.3723,9.4864,-0.0390,3.4101,0.163,0.031,1,1,3,2
57.007,14,1,9.4161,0.0159,3.3723,9.4864,-0.0390,3.4101,0.163,0.031,1,1,3,2
57.108,14,1,9.4161,0.0159,3.3723,9.4699,-0.0367,3.4176,0.170,0.031,1,1,3,2
57.208,14,1,9.4161,0.0159,3.3723,9.4745,-0.0283,3.4190,0.169,0.031,1,1,3,2
57.304,14,1,9.4161,0.0159,3.3723,9.4745,-0.0283,3.4190,0.169,0.031,1,1,3,2
57.409,14,1,9.4161,0.0159,3.3723,9.4745,-0.0283,3.4190,0.169,0.031,1,1,3,2
57.504,14,1,9.4161,0.0159,3.3723,9.4745,-0.0283,3.4190,0.169,0.031,1,1,3,2
57.605,14,1,9.4161,0.0159,3.3723,9.4839,0.0042,3.4226,0.168,0.032,1,1,3,2
57.709,14,1,9.4161,0.0159,3.3723,9.4857,0.0125,3.4223,0.166,0.032,1,1,3,2
57.804,14,1,9.4161,0.0159,3.3723,9.4886,0.0219,3.4246,0.172,0.032,1,1,3,2
57.905,14,1,9.4161,0.0159,3.3723,9.4895,0.0271,3.4267,0.170,0.032,1,1,3,2
58.006,14,1,9.4161,0.0159,3.3723,9.4926,0.0359,3.4293,0.168,0.032,1,1,3,2
58.103,14,1,9.4161,0.0159,3.3723,9.4961,0.0400,3.4319,0.167,0.032,1,1,3,2
58.209,14,1,9.4161,0.0159,3.3723,9.4968,0.0408,3.4325,0.168,0.032,1,1,3,2
58.302,14,1,9.4161,0.0159,3.3723,9.4988,0.0461,3.4350,0.169,0.032,1,1,3,2
58.408,14,1,9.4161,0.0159,3.3723,9.5006,0.0491,3.4356,0.167,0.032,1,1,3,2
58.504,14,1,9.4161,0.0159,3.3723,9.5018,0.0504,3.4380,0.166,0.032,1,1,3,2
58.602,14,1,9.4161,0.0159,3.3723,9.5026,0.0492,3.4401,0.168,0.032,1,1,3,2
58.706,14,1,9.4161,0.0159,3.3723,9.5017,0.0480,3.4414,0.172,0.032,1,1,3,2
58.806,14,1,9.4161,0.0159,3.3723,9.4962,0.0427,3.4432,0.175,0.033,1,1,3,2
58.901,14,1,9.4161,0.0159,3.3723,9.4929,0.0368,3.4433,0.173,0.033,1,1,3,2
59.009,14,1,9.4161,0.0159,3.3723,9.4882,0.0328,7.6170,0.170,0.179,1,1,3,3
59.104,14,1,9.4161,0.0159,3.3723,9.4801,0.0290,7.6134,0.175,0.075,1,1,3,3
59.201,14,1,9.4161,0.0159,3.3723,9.4758,0.0267,7.5888,0.170,0.061,1,1,3,3
59.301,14,1,9.4161,0.0159,3.3723,9.4670,0.0198,7.4096,0.171,0.046,1,1,3,3
59.403,14,1,9.4161,0.0159,3.3723,9.4630,0.0148,7.2131,0.170,0.041,1,1,3,3
59.500,14,1,9.4161,0.0159,3.3723,9.4613,0.0071,6.9953,0.169,0.037,1,1,3,3
59.607,14,1,9.4161,0.0159,3.3723,9.4640,-0.0018,6.7887,0.173,0.034,1,1,3,3
59.706,14,1,9.4161,0.0159,3.3723,9.4640,-0.0100,6.6597,0.169,0.034,1,1,3,3
59.801,14,1,9.4161,0.0159,3.3723,9.4640,-0.0100,6.6597,0.169,0.034,1,1,3,3
59.906,14,1,9.4161,0.0159,3.3723,9.4640,-0.0100,6.6597,0.169,0.034,1,1,3,3
60.000,14,1,9.4161,0.0159,3.3723,9.4640,-0.0100,6.6597,0.169,0.034,1,1,3,3
60.106,14,1,9.4161,0.0159,3.3723,9.4640,-0.0100,6.6597,0.169,0.034,1,1,3,3
60.202,14,1,9.4161,0.0159,3.3723,9.5027,-0.1010,5.4398,0.159,0.029,1,1,3,3
60.304,14,1,9.4161,0.0159,3.3723,9.5197,-0.1059,5.2382,0.160,0.028,1,1,3,3
60.402,14,1,9.4161,0.0159,3.3723,9.5153,-0.1067,5.0572,0.156,0.027,1,1,3,3
60.508,14,1,9.4161,0.0159,3.3723,9.5153,-0.1067,5.0572,0.156,0.027,1,1,3,3
60.603,14,1,9.4161,0.0159,3.3723,9.5153,-0.1067,5.0572,0.156,0.027,1,1,3,3
60.709,14,1,9.4161,0.0159,3.3723,9.5153,-0.1067,5.0572,0.156,0.027,1,1,3,3
60.803,14,1,9.4161,0.0159,3.3723,9.5153,-0.1067,5.0572,0.156,0.027,1,1,3,3
60.902,14,1,9.4161,0.0159,3.3723,9.6403,-0.0363,4.6432,0.138,0.027,1,1,3,3
61.009,14,1,9.4161,0.0159,3.3723,9.6496,-0.0201,4.5675,0.136,0.030,1,1,3,3
61.100,14,1,9.4161,0.0159,3.3723,9.6604,-0.0108,4.5601,0.134,0.029,1,1,3,3
61.201,14,1,9.4161,0.0159,3.3723,9.6630,-0.0075,4.5573,0.134,0.028,1,1,3,3
61.307,14,1,9.4161,0.0159,3.3723,9.6630,-0.0075,4.5573,0.134,0.028,1,1,3,3
61.402,14,1,9.4161,0.0159,3.3723,9.6630,-0.0075,4.5573,0.134,0.028,1,1,3,3
61.508,14,1,9.4161,0.0159,3.3723,9.6630,-0.0075,4.5573,0.134,0.028,1,1,3,3
61.601,14,1,9.4161,0.0159,3.3723,9.5958,-0.0043,4.4685,0.127,0.047,1,1,3,3
61.704,14,1,9.4161,0.0159,3.3723,9.5821,0.0007,4.4524,0.125,0.051,1,1,3,3
61.806,14,1,9.4161,0.0159,3.3723,9.5710,0.0052,4.4390,0.125,0.057,1,1,3,3
61.908,14,1,9.4161,0.0159,3.3723,9.5656,0.0084,4.4322,0.123,0.060,1,1,3,3
62.003,14,1,9.4161,0.0159,3.3723,9.5656,0.0084,4.4322,0.123,0.060,1,1,3,3
62.109,14,1,9.4161,0.0159,3.3723,9.5656,0.0084,4.4322,0.123,0.060,1,1,3,3
62.204,14,1,9.4161,0.0159,3.3723,9.5656,0.0084,4.4322,0.123,0.060,1,1,3,3
62.304,14,1,9.4161,0.0159,3.3723,9.5500,0.0221,4.3981,0.117,0.076,1,1,3,3
62.401,14,1,9.4161,0.0159,3.3723,9.5435,0.0252,4.3874,0.116,0.084,1,1,3,3
62.504,14,1,9.4161,0.0159,3.3723,9.5388,0.0250,4.3829,0.114,0.088,1,1,3,3
62.601,14,1,9.4161,0.0159,3.3723,9.5345,0.0241,4.3786,0.114,0.094,1,1,3,3
62.707,14,1,9.4161,0.0159,3.3723,9.5345,0.0241,4.3786,0.114,0.094,1,1,3,3
62.802,14,1,9.4161,0.0159,3.3723,9.5345,0.0241,4.3786,0.114,0.094,1,1,3,3
62.908,14,1,9.4161,0.0159,3.3723,9.5345,0.0241,4.3786,0.114,0.094,1,1,3,3
63.002,14,1,9.4161,0.0159,3.3723,9.5345,0.0241,4.3786,0.114,0.094,1,1,3,3
63.110,14,1,9.4161,0.0159,3.3723,9.5185,0.0251,4.3736,0.109,0.114,1,1,3,3
63.211,14,1,9.4161,0.0159,3.3723,9.5143,0.0265,4.3781,0.107,0.118,1,1,3,3
63.302,14,1,9.4161,0.0159,3.3723,9.5117,0.0274,4.3814,0.107,0.123,1,1,3,3
63.406,14,1,9.4161,0.0159,3.3723,9.5100,0.0281,4.3839,0.106,0.123,1,1,3,3
63.501,14,1,9.4161,0.0159,3.3723,9.5100,0.0281,4.3839,0.106,0.123,1,1,3,3
63.606,14,1,9.4161,0.0159,3.3723,9.5100,0.0281,4.3839,0.106,0.123,1,1,3,3
63.701,14,1,9.4161,0.0159,3.3723,9.5100,0.0281,4.3839,0.106,0.123,1,1,3,3
63.807,14,1,9.4161,0.0159,3.3723,9.5100,0.0281,4.3839,0.106,0.123,1,1,3,3
63.903,14,1,9.4161,0.0159,3.3723,9.4941,0.0314,4.4162,0.103,0.142,1,1,3,3
64.009,14,1,9.4161,0.0159,3.3723,9.4903,0.0316,4.4241,0.102,0.144,1,1,3,3
64.105,14,1,9.4161,0.0159,3.3723,9.4869,0.0319,4.4313,0.101,0.144,1,1,3,3
64.203,14,1,9.4161,0.0159,3.3723,9.4865,0.0319,4.4323,0.101,0.145,1,1,3,3
64.309,14,1,9.4161,0.0159,3.3723,9.4865,0.0319,4.4323,0.101,0.145,1,1,3,3
64.404,14,1,9.4161,0.0159,3.3723,9.4865,0.0319,4.4323,0.101,0.145,1,1,3,3
64.505,14,1,9.4161,0.0159,3.3723,9.4706,0.0357,4.4724,0.098,0.152,1,1,3,3
64.605,14,1,9.4161,0.0159,3.3723,9.4674,0.0371,4.4836,0.098,0.158,1,1,3,3
64.707,14,1,9.4161,0.0159,3.3723,9.4639,0.0385,4.4938,0.097,0.157,1,1,3,3
64.802,14,1,9.4161,0.0159,3.3723,9.4609,0.0399,4.5033,0.097,0.163,1,1,3,3
64.902,14,1,9.4161,0.0159,3.3723,9.4595,0.0404,4.5077,0.096,0.160,1,1,3,3
65.007,14,1,9.4161,0.0159,3.3723,9.4595,0.0404,4.5077,0.096,0.160,1,1,3,3
65.102,14,1,9.4161,0.0159,3.3723,9.4595,0.0404,4.5077,0.096,0.160,1,1,3,3
65.208,14,1,9.4161,0.0159,3.3723,9.4595,0.0404,4.5077,0.096,0.160,1,1,3,3
65.309,14,1,9.4161,0.0159,3.3723,9.4437,0.0468,4.5529,0.094,0.165,1,1,3,3
65.406,14,1,9.4161,0.0159,3.3723,9.4408,0.0498,4.5640,0.093,0.165,1,1,3,3
65.508,14,1,9.4161,0.0159,3.3723,9.4371,0.0515,4.5723,0.092,0.164,1,1,3,3
65.603,2,1,9.4161,0.0159,3.3723,9.4317,0.0568,4.5859,0.092,0.169,1,1,3,3
65.706,2,1,9.4161,0.0159,3.3723,9.4314,0.0572,4.5869,0.092,0.170,1,1,3,3
